Loan_ID,loan_status,Principal,terms,effective_date,due_date,paid_off_time,age,education,Gender
xqd20160285,PAIDOFF,1000,15,9/14/2016,9/28/2016,9/27/2016,24,Bechalor,male
xqd20160286,PAIDOFF,1000,30,9/14/2016,11/12/2016,11/12/2016,34,Bechalor,male
xqd20160287,PAIDOFF,1000,30,9/14/2016,10/13/2016,10/12/2016,29,college,male
xqd20160288,PAIDOFF,1000,30,9/14/2016,10/13/2016,10/12/2016,38,High School or Below,female
xqd20160289,PAIDOFF,1000,30,9/14/2016,10/13/2016,10/13/2016,34,Bechalor,male
xqd20160290,PAIDOFF,800,15,9/14/2016,9/28/2016,9/27/2016,28,High School or Below,male
xqd20160291,PAIDOFF,1000,15,9/14/2016,9/28/2016,9/22/2016,30,college,female
xqd20160292,PAIDOFF,1000,30,9/14/2016,10/13/2016,10/11/2016,41,High School or Below,male
xqd20160293,PAIDOFF,1000,30,9/14/2016,10/13/2016,9/18/2016,29,college,male
xqd20160294,PAIDOFF,1000,30,9/14/2016,10/13/2016,10/13/2016,37,High School or Below,male
xqd20160295,PAIDOFF,1000,30,9/14/2016,10/13/2016,10/13/2016,36,Bechalor,male
xqd20160296,PAIDOFF,1000,30,9/14/2016,10/13/2016,10/13/2016,30,college,female
xqd20160297,PAIDOFF,800,15,9/14/2016,9/28/2016,9/21/2016,27,college,male
xqd20160298,PAIDOFF,1000,30,9/14/2016,10/13/2016,10/13/2016,29,High School or Below,male
xqd20160299,PAIDOFF,1000,30,9/14/2016,10/13/2016,10/13/2016,40,High School or Below,male
xqd20160300,PAIDOFF,1000,30,9/14/2016,10/13/2016,10/13/2016,28,college,male
xqd20160301,COLLECTION,1000,15,9/9/2016,9/23/2016,,29,college,male
xqd20160302,COLLECTION,1000,30,9/9/2016,10/8/2016,,37,High School or Below,male
xqd20160303,COLLECTION,1000,30,9/9/2016,10/8/2016,,33,High School or Below,male
xqd20160304,COLLECTION,800,15,9/9/2016,9/23/2016,,27,college,male
xqd20160305,COLLECTION,800,15,9/9/2016,9/23/2016,,24,Bechalor,male
xqd20160306,COLLECTION,1000,15,9/10/2016,9/24/2016,,31,High School or Below,female
xqd20160307,COLLECTION,800,15,9/10/2016,10/9/2016,,28,college,male
xqd20160308,COLLECTION,1000,30,9/10/2016,10/9/2016,,40,High School or Below,male
xqd20160309,COLLECTION,1000,30,9/10/2016,10/9/2016,,33,college,male
xqd20160310,COLLECTION,800,15,9/10/2016,9/24/2016,,41,college,male
xqd20160311,COLLECTION,1000,30,9/10/2016,10/9/2016,,30,college,male
xqd20160312,COLLECTION,800,15,9/10/2016,9/24/2016,,26,High School or Below,female
xqd20160313,COLLECTION,1000,30,9/10/2016,10/9/2016,,27,High School or Below,male
xqd20160314,COLLECTION,1000,30,9/10/2016,10/9/2016,,20,High School or Below,male
xqd20160315,COLLECTION,1000,30,9/10/2016,10/9/2016,,24,college,male
xqd20160316,COLLECTION,1000,15,9/10/2016,10/9/2016,,26,High School or Below,male
xqd20160317,COLLECTION,1000,30,9/10/2016,10/9/2016,,30,High School or Below,male
xqd20160318,COLLECTION,1000,15,9/10/2016,9/24/2016,,29,High School or Below,male
xqd20160319,COLLECTION,1000,30,9/10/2016,10/9/2016,,22,Bechalor,male
xqd20160320,COLLECTION,1000,15,9/10/2016,9/24/2016,,24,Bechalor,male
xqd20160321,COLLECTION,1000,30,9/10/2016,10/9/2016,,25,college,male
xqd20160322,COLLECTION,1000,30,9/10/2016,10/9/2016,,28,High School or Below,male
xqd20160323,COLLECTION,1000,30,9/10/2016,10/9/2016,,37,college,male
xqd20160324,COLLECTION,800,15,9/10/2016,9/24/2016,,32,college,male
xqd20160325,COLLECTION,1000,15,9/10/2016,9/24/2016,,34,college,male
xqd20160326,COLLECTION,1000,30,9/11/2016,10/10/2016,,28,Bechalor,male
xqd20160327,COLLECTION,800,15,9/11/2016,9/25/2016,,35,Bechalor,male
xqd20160328,COLLECTION,1000,30,9/11/2016,11/9/2016,,27,college,male
xqd20160329,COLLECTION,1000,30,9/11/2016,10/10/2016,,24,High School or Below,female
xqd20160330,COLLECTION,1000,30,9/11/2016,10/10/2016,,44,Bechalor,male
xqd20160331,COLLECTION,1000,15,9/11/2016,10/25/2016,,31,college,male
xqd20160332,COLLECTION,800,15,9/11/2016,9/25/2016,,27,college,male
xqd20160333,COLLECTION,1000,30,9/11/2016,10/10/2016,,21,High School or Below,male
xqd20160334,COLLECTION,1000,30,9/11/2016,10/10/2016,,30,High School or Below,female
xqd20160335,COLLECTION,1000,30,9/11/2016,10/10/2016,,38,college,female
xqd20160336,COLLECTION,1000,30,9/11/2016,10/10/2016,,34,High School or Below,male
xqd20160337,COLLECTION,1000,30,9/11/2016,10/10/2016,,31,college,male
xqd20160338,COLLECTION,1000,30,9/11/2016,10/10/2016,,23,High School or Below,male
xqd20160339,COLLECTION,1000,15,9/11/2016,9/25/2016,,27,college,female
xqd20160340,COLLECTION,1000,15,9/11/2016,9/25/2016,,39,High School or Below,male
xqd20160341,COLLECTION,1000,30,9/11/2016,10/10/2016,,30,High School or Below,female
xqd20160342,COLLECTION,1000,30,9/11/2016,10/10/2016,,25,college,male
xqd20160343,COLLECTION,1000,15,9/11/2016,9/25/2016,,50,Master or Above,male
xqd20160344,COLLECTION,1000,30,9/11/2016,10/10/2016,,23,High School or Below,male
xqd20160345,COLLECTION,800,15,9/11/2016,9/25/2016,,38,Bechalor,male
xqd20160346,COLLECTION,1000,30,9/11/2016,10/10/2016,,27,High School or Below,male
xqd20160347,COLLECTION,1000,30,9/11/2016,11/9/2016,,31,High School or Below,male
xqd20160348,COLLECTION,800,15,9/11/2016,9/25/2016,,40,college,male
xqd20160349,COLLECTION,1000,30,9/11/2016,10/10/2016,,32,High School or Below,male
xqd20160350,COLLECTION,800,15,9/11/2016,9/25/2016,,29,college,male
xqd20160351,COLLECTION,1000,30,9/11/2016,10/10/2016,,26,High School or Below,male
xqd20160352,COLLECTION,1000,15,9/11/2016,9/25/2016,,25,college,male
xqd20160353,COLLECTION,1000,30,9/11/2016,10/10/2016,,35,High School or Below,male
xqd20160354,COLLECTION,1000,30,9/11/2016,10/10/2016,,41,High School or Below,male
xqd20160355,COLLECTION,1000,30,9/11/2016,10/10/2016,,37,High School or Below,male
xqd20160356,COLLECTION,1000,15,9/11/2016,10/10/2016,,34,college,male
xqd20160357,COLLECTION,1000,30,9/11/2016,10/10/2016,,45,High School or Below,male
xqd20160358,COLLECTION,1000,30,9/11/2016,10/10/2016,,26,Bechalor,male
xqd20160359,COLLECTION,1000,30,9/11/2016,10/10/2016,,32,college,male
xqd20160360,COLLECTION,1000,30,9/11/2016,10/10/2016,,28,High School or Below,male
xqd20160361,COLLECTION,1000,30,9/11/2016,10/10/2016,,34,college,male
xqd20160362,COLLECTION,800,15,9/11/2016,9/25/2016,,29,High School or Below,male
xqd20160363,COLLECTION,1000,30,9/11/2016,10/10/2016,,26,High School or Below,male
xqd20160364,COLLECTION,1000,15,9/11/2016,9/25/2016,,26,college,male
xqd20160365,COLLECTION,800,15,9/11/2016,9/25/2016,,22,college,male
xqd20160366,COLLECTION,1000,30,9/11/2016,10/10/2016,,27,High School or Below,female
xqd20160367,COLLECTION,800,30,9/11/2016,10/10/2016,,33,High School or Below,male
xqd20160368,COLLECTION,800,15,9/11/2016,9/25/2016,,28,Bechalor,male
xqd20160369,COLLECTION,1000,30,9/11/2016,10/10/2016,,24,college,male
xqd20160370,COLLECTION,1000,30,9/11/2016,10/10/2016,,37,High School or Below,male
xqd20160371,COLLECTION,800,15,9/11/2016,9/25/2016,,36,High School or Below,male
xqd20160372,COLLECTION,1000,30,9/11/2016,10/10/2016,,18,college,male
xqd20160373,COLLECTION,800,15,9/11/2016,9/25/2016,,25,High School or Below,male
xqd20160374,COLLECTION,1000,15,9/11/2016,9/25/2016,,40,High School or Below,male
xqd20182575,COLLECTION,1000,30,9/11/2016,10/10/2016,,29,college,male
xqd20160376,COLLECTION,800,15,9/11/2016,9/25/2016,,26,High School or Below,female
xqd20151038,COLLECTION,1000,15,9/11/2016,9/25/2016,,30,college,male
xqd20160378,COLLECTION,1000,30,9/11/2016,10/10/2016,,33,college,male
xqd20197340,COLLECTION,1000,30,9/11/2016,10/10/2016,,30,college,male
xqd20160380,COLLECTION,1000,30,9/11/2016,10/10/2016,,32,college,male
xqd20160381,COLLECTION,1000,30,9/11/2016,10/10/2016,,25,High School or Below,male
xqd20160382,COLLECTION,800,15,9/11/2016,9/25/2016,,35,High School or Below,male
xqd20175721,COLLECTION,1000,15,9/11/2016,9/25/2016,,30,Bechalor,male
xqd20160384,COLLECTION,1000,30,9/11/2016,10/10/2016,,26,High School or Below,male
xqd20160385,COLLECTION,1000,30,9/11/2016,10/10/2016,,29,High School or Below,male
xqd20160386,COLLECTION,1000,30,9/11/2016,11/9/2016,,26,High School or Below,male
xqd20160387,COLLECTION,800,15,9/11/2016,9/25/2016,,46,High School or Below,male
xqd20160388,COLLECTION,1000,30,9/11/2016,10/10/2016,,36,High School or Below,male
xqd20160389,COLLECTION,1000,15,9/11/2016,9/25/2016,,38,Bechalor,male
xqd20160390,COLLECTION,1000,15,9/11/2016,10/25/2016,,32,High School or Below,male
xqd20160391,COLLECTION,1000,15,9/11/2016,9/25/2016,,30,college,male
xqd20125284,COLLECTION,800,15,9/11/2016,9/25/2016,,35,High School or Below,male
xqd20160393,COLLECTION,1000,30,9/11/2016,10/10/2016,,29,college,female
xqd20160394,COLLECTION,1000,30,9/11/2016,11/9/2016,,26,college,male
xqd20160395,COLLECTION,800,15,9/11/2016,9/25/2016,,32,High School or Below,male
xqd20160396,COLLECTION,1000,30,9/11/2016,10/10/2016,,25,High School or Below,male
xqd20160397,COLLECTION,1000,30,9/12/2016,10/11/2016,,33,High School or Below,male
xqd20160398,COLLECTION,800,15,9/12/2016,9/26/2016,,39,college,male
xqd20160399,COLLECTION,1000,30,9/12/2016,11/10/2016,,28,college,male
xqd20160400,COLLECTION,1000,30,9/12/2016,10/11/2016,,26,college,male
xqd20160401,COLLECTION_PAIDOFF,1000,30,9/9/2016,10/8/2016,10/10/2016,26,college,male
xqd20160402,COLLECTION_PAIDOFF,1000,15,9/9/2016,9/23/2016,9/27/2016,28,college,male
xqd20320403,COLLECTION_PAIDOFF,1000,30,9/9/2016,11/7/2016,11/20/2016,39,college,male
xqd20160404,COLLECTION_PAIDOFF,1000,15,9/9/2016,9/23/2016,9/28/2016,29,Bechalor,male
xqd20190405,COLLECTION_PAIDOFF,800,15,9/9/2016,9/23/2016,9/26/2016,33,High School or Below,male
xqd20160406,COLLECTION_PAIDOFF,1000,30,9/10/2016,10/9/2016,10/21/2016,27,college,male
xqd20160407,COLLECTION_PAIDOFF,800,15,9/10/2016,9/24/2016,9/26/2016,34,college,male
xqd20160408,COLLECTION_PAIDOFF,1000,30,9/10/2016,10/9/2016,11/5/2016,26,High School or Below,male
xqd20110409,COLLECTION_PAIDOFF,1000,30,9/10/2016,10/9/2016,11/22/2016,28,High School or Below,male
xqd20160410,COLLECTION_PAIDOFF,1000,15,9/10/2016,9/24/2016,9/29/2016,32,Bechalor,male
xqd20160411,COLLECTION_PAIDOFF,800,15,9/10/2016,10/9/2016,10/10/2016,27,college,female
xqd20160412,COLLECTION_PAIDOFF,1000,30,9/10/2016,10/9/2016,11/5/2016,21,college,male
xqd20160413,COLLECTION_PAIDOFF,800,15,9/11/2016,9/25/2016,9/27/2016,39,college,male
xqd20169083,COLLECTION_PAIDOFF,1000,15,9/11/2016,9/25/2016,9/26/2016,38,college,male
xqd20160415,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,10/12/2016,36,High School or Below,female
xqd20160416,COLLECTION_PAIDOFF,800,15,9/11/2016,9/25/2016,9/27/2016,33,college,male
xqd20160417,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,10/11/2016,21,college,female
xqd20160418,COLLECTION_PAIDOFF,800,15,9/11/2016,9/25/2016,9/28/2016,25,High School or Below,male
xqd20160419,COLLECTION_PAIDOFF,800,15,9/11/2016,9/25/2016,10/7/2016,29,college,male
xqd20160420,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,11/4/2016,33,High School or Below,male
xqd20160421,COLLECTION_PAIDOFF,1000,15,9/11/2016,9/25/2016,9/28/2016,47,High School or Below,female
xqd20160422,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,10/12/2016,33,college,male
xqd20160423,COLLECTION_PAIDOFF,800,15,9/11/2016,9/25/2016,9/29/2016,23,High School or Below,male
xqd20160424,COLLECTION_PAIDOFF,1000,15,9/11/2016,10/10/2016,10/12/2016,24,college,male
xqd20880425,COLLECTION_PAIDOFF,1000,30,9/11/2016,11/9/2016,11/10/2016,27,High School or Below,male
xqd20160426,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,11/3/2016,32,Bechalor,male
xqd20160427,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,10/11/2016,33,college,male
xqd20160428,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,10/11/2016,27,college,female
xqd20160429,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,10/12/2016,35,High School or Below,male
xqd20160430,COLLECTION_PAIDOFF,500,15,9/11/2016,10/10/2016,10/11/2016,37,Bechalor,male
xqd20160431,COLLECTION_PAIDOFF,800,15,9/11/2016,9/25/2016,9/28/2016,28,Bechalor,male
xqd20160432,COLLECTION_PAIDOFF,1000,15,9/11/2016,9/25/2016,9/29/2016,33,college,male
xqd20160433,COLLECTION_PAIDOFF,800,7,9/11/2016,9/17/2016,9/19/2016,34,Bechalor,female
xqd20160434,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,10/12/2016,29,college,male
xqd20160435,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,10/11/2016,34,Bechalor,male
xqd20160436,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,10/11/2016,29,Bechalor,male
xqd20790437,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,11/15/2016,24,High School or Below,male
xqd20160438,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,10/11/2016,34,High School or Below,male
xqd20160439,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,10/17/2016,25,college,female
xqd20160440,COLLECTION_PAIDOFF,1000,30,9/11/2016,11/9/2016,11/14/2016,24,college,male
xqd20160441,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,10/24/2016,30,college,male
xqd20160442,COLLECTION_PAIDOFF,1000,15,9/11/2016,9/25/2016,9/27/2016,28,college,male
xqd20160443,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,10/11/2016,24,High School or Below,male
xqd20160444,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,11/7/2016,26,college,female
xqd20160445,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,10/12/2016,24,High School or Below,male
xqd20160446,COLLECTION_PAIDOFF,1000,15,9/11/2016,9/25/2016,9/27/2016,29,college,male
xqd20420447,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,11/4/2016,31,college,male
xqd20160448,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,11/2/2016,26,college,male
xqd20160449,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,10/13/2016,25,High School or Below,male
xqd20160450,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,10/11/2016,29,college,male
xqd20160451,COLLECTION_PAIDOFF,1000,30,9/11/2016,10/10/2016,10/13/2016,38,college,male
xqd20160452,COLLECTION_PAIDOFF,800,15,9/11/2016,9/25/2016,9/29/2016,41,college,male
xqd20390453,COLLECTION_PAIDOFF,1000,15,9/11/2016,9/25/2016,9/28/2016,26,High School or Below,male
xqd20160454,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,10/14/2016,26,High School or Below,male
xqd20160455,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,10/17/2016,35,High School or Below,male
xqd20160456,COLLECTION_PAIDOFF,1000,15,9/12/2016,9/26/2016,9/28/2016,37,college,male
xqd20160457,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,11/18/2016,25,college,male
xqd20160458,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,10/30/2016,24,college,male
xqd20160459,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,10/13/2016,34,college,male
xqd20160460,COLLECTION_PAIDOFF,800,15,9/12/2016,9/26/2016,9/28/2016,33,college,male
xqd20490461,COLLECTION_PAIDOFF,800,15,9/12/2016,9/26/2016,9/28/2016,38,Bechalor,male
xqd20160462,COLLECTION_PAIDOFF,1000,30,9/12/2016,11/10/2016,11/17/2016,38,High School or Below,male
xqd20160463,COLLECTION_PAIDOFF,1000,30,9/12/2016,11/10/2016,11/15/2016,26,college,male
xqd20870464,COLLECTION_PAIDOFF,1000,15,9/12/2016,9/26/2016,9/30/2016,37,Bechalor,male
xqd20160465,COLLECTION_PAIDOFF,1000,30,9/12/2016,11/10/2016,11/11/2016,42,High School or Below,female
xqd20169466,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,10/12/2016,49,High School or Below,female
xqd20160467,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,10/15/2016,26,High School or Below,male
xqd20160468,COLLECTION_PAIDOFF,1000,15,9/12/2016,10/26/2016,10/27/2016,41,High School or Below,male
xqd20160469,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,10/15/2016,38,High School or Below,male
xqd25660470,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,12/2/2016,26,High School or Below,male
xqd20160471,COLLECTION_PAIDOFF,1000,15,9/12/2016,9/26/2016,9/28/2016,32,High School or Below,male
xqd20160472,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,11/4/2016,27,Bechalor,male
xqd20160473,COLLECTION_PAIDOFF,800,15,9/12/2016,9/26/2016,11/16/2016,33,college,male
xqd20160474,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,10/14/2016,30,High School or Below,male
xqd20160475,COLLECTION_PAIDOFF,800,15,9/12/2016,9/26/2016,9/28/2016,26,High School or Below,female
xqd20160476,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,11/9/2016,35,college,female
xqd20160477,COLLECTION_PAIDOFF,800,15,9/12/2016,10/26/2016,10/31/2016,46,college,female
xqd20160478,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,10/20/2016,27,college,male
xqd20160479,COLLECTION_PAIDOFF,1000,15,9/12/2016,10/11/2016,11/7/2016,22,High School or Below,male
xqd20160480,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,10/12/2016,27,Bechalor,male
xqd20160481,COLLECTION_PAIDOFF,1000,15,9/12/2016,9/26/2016,10/25/2016,30,Bechalor,male
xqd20160482,COLLECTION_PAIDOFF,1000,15,9/12/2016,9/26/2016,9/29/2016,27,High School or Below,male
xqd20160483,COLLECTION_PAIDOFF,800,15,9/12/2016,9/26/2016,9/27/2016,47,college,male
xqd20160484,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,10/18/2016,30,college,male
xqd20160485,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,10/15/2016,26,college,male
xqd20160486,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,10/14/2016,38,High School or Below,male
xqd20160487,COLLECTION_PAIDOFF,800,15,9/12/2016,9/26/2016,11/21/2016,46,High School or Below,male
xqd20160488,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,10/13/2016,35,Bechalor,male
xqd20160489,COLLECTION_PAIDOFF,1000,15,9/12/2016,9/26/2016,10/9/2016,45,college,male
xqd20160490,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,10/12/2016,36,college,male
xqd20160491,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,10/17/2016,38,High School or Below,male
xqd20160492,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,11/9/2016,27,college,male
xqd20160493,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,10/25/2016,27,Bechalor,male
xqd20160494,COLLECTION_PAIDOFF,1000,15,9/12/2016,9/26/2016,9/29/2016,29,college,male
xqd20160495,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,10/13/2016,30,High School or Below,male
xqd20160496,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,10/14/2016,28,High School or Below,male
xqd20160497,COLLECTION_PAIDOFF,1000,15,9/12/2016,9/26/2016,10/10/2016,26,High School or Below,male
xqd20160498,COLLECTION_PAIDOFF,800,15,9/12/2016,9/26/2016,9/29/2016,30,college,male
xqd20160499,COLLECTION_PAIDOFF,1000,30,9/12/2016,11/10/2016,11/11/2016,38,college,female
xqd20160500,COLLECTION_PAIDOFF,1000,30,9/12/2016,10/11/2016,10/19/2016,28,High School or Below,male
